date_key,customer_id,plan_id,data_allocated_mb,data_carried_forward_mb,data_consumed_mb,voice_minutes_used,sms_used,network_type,usage_source
20251108,C1001708,2002,2048,,485,12,2,4G,Mobile
20251109,C1001708,2005,2560,,665,13,2,4G,Mobile
20251110,C1001708,2005,2560,,938,13,3,4G,Mobile
20251111,C1001708,2201,1024,,211,11,3,4G,Mobile
20251112,C1001708,2005,2560,,431,10,1,4G,Mobile
20251113,C1001708,2004,1024,372,680,8,1,4G,Mobile
20251114,C1001708,2001,1536,,734,12,2,4G,Hotspot
20251115,C1001708,2001,1536,,504,14,2,4G,Mobile
20251116,C1001708,2003,2048,53,519,10,1,4G,Hotspot
20251117,C1001708,2003,2048,295,1679,8,3,5G,Hotspot
20251118,C1001708,2004,1024,559,83,17,0,4G,Mobile
20251119,C1001708,2003,2048,48,1704,15,4,4G,Mobile
20251120,C1001708,2001,1536,,367,11,1,4G,Mobile
20251121,C1001708,2201,1024,,486,11,1,4G,Mobile
20251122,C1001708,2002,2048,,1095,13,1,4G,Mobile
20251123,C1001708,2004,1024,485,64,11,1,5G,Mobile
20251124,C1001708,2005,2560,,1073,8,1,4G,Mobile
20251125,C1001708,2001,1536,,531,9,0,4G,Mobile
20251126,C1001708,2002,2048,,100,11,2,4G,Mobile
20251127,C1001708,2001,1536,,1184,12,4,5G,Mobile
20251128,C1001708,2001,1536,,676,7,2,5G,Mobile
20251129,C1001708,2001,1536,,95,12,1,4G,Mobile
20251130,C1001708,2001,1536,,1243,15,2,5G,Mobile
20251101,C1001709,2004,1024,479,408,17,1,4G,Mobile
20251102,C1001709,2003,2048,477,1101,21,1,4G,Mobile
20251103,C1001709,2002,2048,,399,12,1,4G,Mobile
20251104,C1001709,2001,1536,,667,10,1,4G,Mobile
20251105,C1001709,2002,2048,,1341,17,3,4G,Hotspot
20251106,C1001709,2005,2560,,290,7,2,5G,Mobile
20251107,C1001709,2201,1024,,438,8,1,5G,Mobile
20251108,C1001709,2002,2048,,955,14,3,4G,Mobile
20251109,C1001709,2004,1024,69,453,13,1,4G,Mobile
20251110,C1001709,2201,1024,,777,11,0,4G,Mobile
20251111,C1001709,2002,2048,,575,14,1,4G,Mobile
20251112,C1001709,2002,2048,,69,15,1,4G,Mobile
20251113,C1001709,2002,2048,,1402,11,4,5G,Mobile
20251114,C1001709,2002,2048,,996,10,0,4G,Mobile
20251115,C1001709,2004,1024,54,89,8,2,4G,Mobile
20251116,C1001709,2002,2048,,255,6,2,4G,Mobile
20251117,C1001709,2001,1536,,444,16,0,4G,Hotspot
20251118,C1001709,2003,2048,42,1028,18,3,4G,Mobile
20251119,C1001709,2001,1536,,870,16,1,4G,Mobile
20251120,C1001709,2003,2048,493,1114,12,3,5G,Hotspot
20251121,C1001709,2004,1024,39,113,17,2,5G,Mobile
20251122,C1001709,2002,2048,,296,11,0,4G,Mobile
20251123,C1001709,2001,1536,,1180,8,2,4G,Mobile
20251124,C1001709,2201,1024,,579,9,1,4G,Hotspot
20251125,C1001709,2002,2048,,286,12,2,4G,Mobile
20251126,C1001709,2002,2048,,1463,6,1,5G,Mobile
20251127,C1001709,2004,1024,135,747,13,1,4G,Mobile
20251128,C1001709,2001,1536,,633,8,2,5G,Mobile
20251129,C1001709,2004,1024,52,197,9,1,5G,Mobile
20251130,C1001709,2003,2048,481,193,9,2,4G,Mobile
20251101,C1001710,2001,1536,,685,17,2,4G,Mobile
20251102,C1001710,2002,2048,,941,6,0,4G,Mobile
20251103,C1001710,2201,1024,,74,23,1,5G,Mobile
20251104,C1001710,2004,1024,23,836,7,1,5G,Mobile
20251105,C1001710,2201,1024,,381,10,0,4G,Mobile
20251106,C1001710,2002,2048,,253,12,1,4G,Mobile
20251107,C1001710,2003,2048,596,50,23,2,4G,Mobile
20251108,C1001710,2002,2048,,588,11,1,4G,Mobile
20251109,C1001710,2002,2048,,151,13,3,4G,Mobile
20251110,C1001710,2201,1024,,262,10,0,4G,Mobile
20251111,C1001710,2004,1024,94,260,9,0,4G,Mobile
20251112,C1001710,2002,2048,,459,16,0,4G,Mobile
20251113,C1001710,2004,1024,354,690,10,0,4G,Mobile
20251114,C1001710,2201,1024,,115,7,0,4G,Hotspot
20251115,C1001710,2004,1024,48,165,15,0,4G,Mobile
20251116,C1001710,2003,2048,67,264,10,1,4G,Hotspot
20251117,C1001710,2003,2048,79,1143,11,3,4G,Mobile
20251118,C1001710,2004,1024,99,607,6,2,4G,Mobile
20251119,C1001710,2201,1024,,579,13,0,4G,Mobile
20251120,C1001710,2001,1536,,1075,14,2,4G,Mobile
20251121,C1001710,2001,1536,,461,6,1,5G,Mobile
20251122,C1001710,2004,1024,46,207,8,1,5G,Mobile
20251123,C1001710,2001,1536,,775,23,2,4G,Mobile
20251124,C1001710,2005,2560,,1054,9,2,4G,Mobile
20251125,C1001710,2002,2048,,1383,12,0,4G,Hotspot
20251126,C1001710,2005,2560,,1707,9,3,4G,Mobile
20251127,C1001710,2201,1024,,140,15,3,4G,Mobile
20251128,C1001710,2001,1536,,208,14,0,4G,Mobile
20251129,C1001710,2201,1024,,152,21,1,5G,Mobile
20251130,C1001710,2001,1536,,911,12,3,4G,Mobile
20251101,C1001711,2002,2048,,754,15,2,5G,Mobile
20251102,C1001711,2002,2048,,1008,7,1,4G,Mobile
20251103,C1001711,2002,2048,,927,13,3,4G,Mobile
20251104,C1001711,2004,1024,43,863,9,0,4G,Mobile
20251105,C1001711,2001,1536,,951,10,3,5G,Mobile
20251106,C1001711,2002,2048,,831,13,1,4G,Mobile
20251107,C1001711,2201,1024,,449,13,3,4G,Mobile
20251108,C1001711,2001,1536,,696,10,3,4G,Mobile
20251109,C1001711,2003,2048,424,619,10,2,5G,Mobile
20251110,C1001711,2003,2048,214,55,8,4,4G,Mobile
20251111,C1001711,2002,2048,,753,12,2,4G,Mobile
20251112,C1001711,2005,2560,,1614,10,3,5G,Mobile
20251113,C1001711,2201,1024,,546,11,1,4G,Mobile
20251114,C1001711,2002,2048,,243,13,1,4G,Mobile
20251115,C1001711,2201,1024,,238,15,3,4G,Mobile
20251116,C1001711,2002,2048,,477,15,0,4G,Mobile
20251117,C1001711,2002,2048,,881,12,2,4G,Mobile
20251118,C1001711,2003,2048,281,1211,5,1,4G,Hotspot
20251119,C1001711,2003,2048,16,1682,21,1,4G,Mobile
20251120,C1001711,2201,1024,,134,11,2,5G,Mobile
20251121,C1001711,2002,2048,,558,20,2,4G,Mobile
20251122,C1001711,2003,2048,25,913,10,1,4G,Mobile
20251123,C1001711,2002,2048,,925,5,1,5G,Mobile
20251124,C1001711,2002,2048,,1048,9,2,4G,Mobile
20251125,C1001711,2004,1024,1,162,9,0,4G,Mobile
20251126,C1001711,2001,1536,,847,13,1,5G,Mobile
20251127,C1001711,2201,1024,,33,14,3,4G,Mobile
20251128,C1001711,2201,1024,,17,6,0,4G,Mobile
20251129,C1001711,2003,2048,199,221,15,3,4G,Hotspot
20251130,C1001711,2001,1536,,1190,20,3,4G,Hotspot
20251101,C1001712,2002,2048,,647,13,3,4G,Mobile
20251102,C1001712,2001,1536,,320,8,0,4G,Mobile
20251103,C1001712,2002,2048,,462,18,0,4G,Mobile
20251104,C1001712,2004,1024,113,547,11,2,4G,Mobile
20251105,C1001712,2001,1536,,34,11,5,4G,Mobile
20251106,C1001712,2002,2048,,871,12,1,4G,Mobile
20251107,C1001712,2003,2048,8,677,17,3,4G,Mobile
20251108,C1001712,2201,1024,,31,13,1,4G,Mobile
20251109,C1001712,2004,1024,388,185,14,2,4G,Mobile
20251110,C1001712,2003,2048,171,1036,11,3,4G,Mobile
20251111,C1001712,2001,1536,,1149,16,2,4G,Mobile
20251112,C1001712,2005,2560,,722,18,2,4G,Mobile
20251113,C1001712,2002,2048,,1448,12,3,4G,Mobile
20251114,C1001712,2005,2560,,535,13,5,4G,Mobile
20251115,C1001712,2002,2048,,1100,13,1,4G,Mobile
20251116,C1001712,2002,2048,,313,10,0,5G,Hotspot
20251117,C1001712,2201,1024,,221,13,0,4G,Mobile
20251118,C1001712,2001,1536,,343,15,0,4G,Hotspot
20251119,C1001712,2003,2048,44,734,15,0,4G,Mobile
20251120,C1001712,2005,2560,,18,11,3,4G,Mobile
20251121,C1001712,2002,2048,,1070,4,2,4G,Mobile
20251122,C1001712,2002,2048,,1318,10,0,5G,Mobile
20251123,C1001712,2002,2048,,1545,10,2,4G,Mobile
20251124,C1001712,2005,2560,,1149,14,3,4G,Mobile
20251125,C1001712,2003,2048,194,1452,8,0,4G,Mobile
20251126,C1001712,2003,2048,286,38,10,1,4G,Hotspot
20251127,C1001712,2201,1024,,257,14,5,4G,Hotspot
20251128,C1001712,2002,2048,,868,14,2,4G,Hotspot
20251129,C1001712,2001,1536,,403,14,2,4G,Mobile
20251130,C1001712,2005,2560,,527,11,3,4G,Mobile
20251101,C1001713,2002,2048,,797,13,1,4G,Mobile
20251102,C1001713,2002,2048,,1671,13,1,4G,Hotspot
20251103,C1001713,2003,2048,492,1057,14,0,4G,Mobile
20251104,C1001713,2201,1024,,426,10,2,4G,Mobile
20251105,C1001713,2002,2048,,1253,10,3,4G,Mobile
20251106,C1001713,2003,2048,29,628,12,1,4G,Mobile
20251107,C1001713,2201,1024,,294,14,1,4G,Mobile
20251108,C1001713,2002,2048,,845,9,0,4G,Mobile
20251109,C1001713,2005,2560,,841,14,2,4G,Mobile
20251110,C1001713,2004,1024,54,385,10,1,4G,Mobile
20251111,C1001713,2005,2560,,323,7,1,4G,Hotspot
20251112,C1001713,2005,2560,,417,15,5,4G,Mobile
20251113,C1001713,2002,2048,,1187,11,0,4G,Mobile
20251114,C1001713,2001,1536,,164,15,2,4G,Mobile
20251115,C1001713,2003,2048,59,797,18,2,4G,Mobile
20251116,C1001713,2001,1536,,738,16,0,4G,Mobile
20251117,C1001713,2001,1536,,584,13,1,4G,Mobile
20251118,C1001713,2002,2048,,672,8,0,4G,Mobile
20251119,C1001713,2002,2048,,501,11,1,5G,Mobile
20251120,C1001713,2002,2048,,1043,15,0,5G,Mobile
20251121,C1001713,2001,1536,,1365,13,0,5G,Mobile
20251122,C1001713,2201,1024,,557,16,1,4G,Mobile
20251123,C1001713,2004,1024,315,815,10,1,5G,Mobile
20251124,C1001713,2003,2048,28,1762,11,0,5G,Mobile
20251125,C1001713,2001,1536,,34,12,2,5G,Mobile
20251126,C1001713,2002,2048,,1208,10,0,5G,Mobile
20251127,C1001713,2003,2048,232,1366,11,0,5G,Mobile
20251128,C1001713,2001,1536,,976,12,3,4G,Mobile
20251129,C1001713,2201,1024,,646,10,2,4G,Mobile
20251130,C1001713,2201,1024,,462,15,0,4G,Mobile
20251101,C1001714,2102,3413,47,2044,8,2,4G,Mobile
20251102,C1001714,2103,6144,114,2326,13,0,4G,Mobile
20251103,C1001714,2101,2048,92,695,9,0,5G,Hotspot
20251104,C1001714,2102,3413,492,845,10,3,4G,Mobile
20251105,C1001714,2103,6144,45,1435,6,2,4G,Mobile
20251106,C1001714,2101,2048,287,624,12,3,4G,Mobile
20251107,C1001714,2103,6144,593,1952,15,3,4G,Mobile
20251108,C1001714,2103,6144,488,2734,8,3,4G,Mobile
20251109,C1001714,2103,6144,27,3998,6,1,4G,Mobile
20251110,C1001714,2101,2048,424,318,13,0,4G,Mobile
20251111,C1001714,2101,2048,95,792,11,1,5G,Mobile
20251112,C1001714,2102,3413,31,636,21,2,4G,Mobile
20251113,C1001714,2103,6144,4,2913,14,2,4G,Mobile
20251114,C1001714,2101,2048,26,540,6,3,4G,Mobile
20251115,C1001714,2101,2048,379,1187,12,3,4G,Mobile
20251116,C1001714,2102,3413,128,2036,10,0,5G,Mobile
20251117,C1001714,2102,3413,158,741,15,1,4G,Mobile
20251118,C1001714,2103,6144,496,4143,15,4,4G,Mobile
20251119,C1001714,2101,2048,228,333,10,2,4G,Mobile
20251120,C1001714,2102,3413,42,162,11,0,4G,Mobile
20251121,C1001714,2102,3413,51,2826,16,1,5G,Mobile
20251122,C1001714,2102,3413,448,903,16,4,4G,Mobile
20251123,C1001714,2101,2048,453,639,13,0,4G,Mobile
20251124,C1001714,2101,2048,29,185,10,2,5G,Mobile
20251125,C1001714,2103,6144,339,1658,14,2,5G,Mobile
20251126,C1001714,2102,3413,228,1007,5,3,4G,Hotspot
20251127,C1001714,2101,2048,483,653,17,0,4G,Mobile
20251128,C1001714,2101,2048,288,1100,14,3,4G,Mobile
20251129,C1001714,2101,2048,172,300,7,1,4G,Mobile
20251130,C1001714,2101,2048,378,1036,15,1,4G,Mobile
20251101,C1001715,2004,1024,523,326,15,2,4G,Mobile
20251102,C1001715,2001,1536,,225,13,0,4G,Mobile
20251103,C1001715,2201,1024,,601,5,2,4G,Mobile
20251104,C1001715,2002,2048,,124,8,1,4G,Mobile
20251105,C1001715,2004,1024,526,424,13,3,4G,Mobile
20251106,C1001715,2005,2560,,931,15,3,4G,Mobile
20251107,C1001715,2002,2048,,1432,9,0,4G,Mobile
20251108,C1001715,2201,1024,,676,12,1,5G,Mobile
20251109,C1001715,2005,2560,,1128,11,3,4G,Mobile
20251110,C1001715,2005,2560,,25,7,3,4G,Mobile
20251111,C1001715,2201,1024,,,13,0,4G,Mobile
20251112,C1001715,2002,2048,,1187,9,0,4G,Mobile
20251113,C1001715,2004,1024,41,309,15,2,5G,Mobile
20251114,C1001715,2003,2048,558,1475,16,1,5G,Mobile
20251115,C1001715,2004,1024,426,553,14,1,4G,Mobile
20251116,C1001715,2004,1024,27,621,12,2,4G,Mobile
20251117,C1001715,2003,2048,45,689,17,1,4G,Mobile
20251118,C1001715,2201,1024,,755,11,1,4G,Mobile
20251119,C1001715,2002,2048,,826,11,4,4G,Mobile
20251120,C1001715,2001,1536,,479,13,0,4G,Mobile
20251121,C1001715,2004,1024,38,694,14,0,4G,Mobile
20251122,C1001715,2001,1536,,390,12,3,5G,Mobile
20251123,C1001715,2002,2048,,218,5,2,4G,Mobile
20251124,C1001715,2001,1536,,897,14,1,4G,Hotspot
20251125,C1001715,2002,2048,,965,10,2,5G,Mobile
20251126,C1001715,2201,1024,,246,17,0,4G,Mobile
20251127,C1001715,2004,1024,451,134,17,2,4G,Mobile
20251128,C1001715,2001,1536,,266,12,0,5G,Mobile
20251129,C1001715,2201,1024,,333,7,2,4G,Mobile
20251130,C1001715,2201,1024,,422,10,1,4G,Mobile
20251101,C1001716,2004,1024,47,240,18,1,4G,Mobile
20251102,C1001716,2005,2560,,795,14,2,4G,Hotspot
20251103,C1001716,2001,1536,,178,14,1,4G,Mobile
20251104,C1001716,2003,2048,46,585,13,1,4G,Mobile
20251105,C1001716,2002,2048,,578,14,0,4G,Mobile
20251106,C1001716,2004,1024,452,1275,14,3,5G,Mobile
20251107,C1001716,2004,1024,153,275,14,1,4G,Mobile
20251108,C1001716,2002,2048,,1221,15,2,4G,Hotspot
20251109,C1001716,2002,2048,,1203,10,1,4G,Mobile
20251110,C1001716,2201,1024,,389,11,2,4G,Mobile
20251111,C1001716,2002,2048,,285,14,0,4G,Mobile
20251112,C1001716,2002,2048,,1008,13,0,4G,Mobile
20251113,C1001716,2004,1024,418,125,18,1,4G,Mobile
20251114,C1001716,2004,1024,311,269,8,1,4G,Mobile
20251115,C1001716,2002,2048,,272,11,3,4G,Hotspot
20251116,C1001716,2201,1024,,388,14,1,4G,Mobile
20251117,C1001716,2002,2048,,757,6,3,5G,Mobile
20251118,C1001716,2002,2048,,211,14,2,4G,Mobile
20251119,C1001716,2001,1536,,12,12,2,4G,Mobile
20251120,C1001716,2002,2048,,511,8,0,5G,Mobile
20251121,C1001716,2003,2048,25,40,15,1,5G,Mobile
20251122,C1001716,2001,1536,,463,13,0,4G,Mobile
20251123,C1001716,2001,1536,,380,8,2,5G,Mobile
20251124,C1001716,2002,2048,,235,8,2,4G,Mobile
20251125,C1001716,2003,2048,223,83,12,0,4G,Mobile
20251126,C1001716,2002,2048,,526,8,2,4G,Mobile
20251127,C1001716,2001,1536,,1190,15,3,4G,Hotspot
20251128,C1001716,2004,1024,63,173,11,2,4G,Mobile
20251129,C1001716,2002,2048,,1050,13,6,4G,Mobile
20251130,C1001716,2002,2048,,1409,24,0,4G,Mobile
20251101,C1001717,2002,2048,,819,11,2,4G,Mobile
20251102,C1001717,2002,2048,,659,13,1,5G,Mobile
20251103,C1001717,2002,2048,,955,4,2,5G,Mobile
20251104,C1001717,2005,2560,,1947,8,0,4G,Mobile
20251105,C1001717,2004,1024,451,322,11,1,4G,Mobile
20251106,C1001717,2001,1536,,69,14,2,4G,Mobile
20251107,C1001717,2002,2048,,761,8,2,4G,Mobile
20251108,C1001717,2003,2048,251,664,17,0,4G,Mobile
20251109,C1001717,2201,1024,,518,17,1,4G,Mobile
20251110,C1001717,2002,2048,,513,13,1,4G,Mobile
20251111,C1001717,2001,1536,,781,13,4,4G,Mobile
20251112,C1001717,2201,1024,,45,17,0,4G,Hotspot
20251113,C1001717,2004,1024,198,333,23,2,4G,Mobile
20251114,C1001717,2003,2048,43,457,10,2,4G,Mobile
20251115,C1001717,2003,2048,122,119,12,3,4G,Mobile
20251116,C1001717,2005,2560,,1540,10,1,4G,Mobile
20251117,C1001717,2003,2048,62,572,5,3,4G,Mobile
20251118,C1001717,2003,2048,512,1010,15,1,4G,Mobile
20251119,C1001717,2201,1024,,64,13,1,5G,Mobile
20251120,C1001717,2002,2048,,742,11,0,4G,Mobile
20251121,C1001717,2003,2048,64,693,13,3,4G,Mobile
20251122,C1001717,2005,2560,,186,10,3,4G,Mobile
20251123,C1001717,2001,1536,,624,12,1,4G,Mobile
20251124,C1001717,2201,1024,,47,11,0,4G,Mobile
20251125,C1001717,2002,2048,,135,15,2,5G,Mobile
20251126,C1001717,2005,2560,,2031,10,1,4G,Mobile
20251127,C1001717,2003,2048,464,1333,13,1,4G,Mobile
20251128,C1001717,2003,2048,359,967,13,1,4G,Mobile
20251129,C1001717,2201,1024,,392,6,0,5G,Mobile
20251130,C1001717,2002,2048,,126,16,5,4G,Mobile
20251101,C1001718,2002,2048,,70,12,0,4G,Hotspot
20251102,C1001718,2003,2048,352,85,8,1,4G,Mobile
20251103,C1001718,2201,1024,,188,10,0,4G,Mobile
20251104,C1001718,2201,1024,,155,12,2,4G,Mobile
20251105,C1001718,2201,1024,,559,9,0,4G,Mobile
20251106,C1001718,2201,1024,,475,10,1,4G,Mobile
20251107,C1001718,2003,2048,92,204,14,3,4G,Hotspot
20251108,C1001718,2002,2048,,683,10,0,4G,Hotspot
20251109,C1001718,2201,1024,,590,12,2,4G,Mobile
20251110,C1001718,2001,1536,,1195,19,0,4G,Mobile
20251111,C1001718,2001,1536,,247,17,2,4G,Mobile
20251112,C1001718,2003,2048,228,570,6,2,5G,Hotspot
20251113,C1001718,2003,2048,194,544,12,2,4G,Mobile
20251114,C1001718,2004,1024,371,455,6,4,4G,Mobile
20251115,C1001718,2002,2048,,559,14,3,4G,Mobile
20251116,C1001718,2201,1024,,71,12,1,4G,Hotspot
20251117,C1001718,2004,1024,124,671,14,1,4G,Mobile
20251118,C1001718,2201,1024,,48,13,3,4G,Mobile
20251119,C1001718,2201,1024,,591,10,4,4G,Mobile
20251120,C1001718,2201,1024,,607,6,0,4G,Mobile
20251121,C1001718,2003,2048,21,778,16,3,4G,Hotspot
20251122,C1001718,2001,1536,,1345,8,3,5G,Mobile
20251123,C1001718,2001,1536,,1224,14,2,5G,Mobile
20251124,C1001718,2001,1536,,549,9,0,4G,Mobile
20251125,C1001718,2003,2048,552,1525,20,2,4G,Mobile
20251126,C1001718,2001,1536,,62,15,3,4G,Mobile
20251127,C1001718,2002,2048,,306,11,3,4G,Mobile
20251128,C1001718,2002,2048,,798,18,0,5G,Hotspot
20251129,C1001718,2005,2560,,260,10,1,4G,Mobile
20251130,C1001718,2004,1024,116,427,14,0,5G,Mobile
20251101,C1001719,2201,1024,,150,10,1,4G,Mobile
20251102,C1001719,2001,1536,,189,12,3,5G,Mobile
20251103,C1001719,2004,1024,57,28,10,1,4G,Mobile
20251104,C1001719,2001,1536,,1035,11,3,4G,Hotspot
20251105,C1001719,2002,2048,,1083,13,1,4G,Mobile
20251106,C1001719,2001,1536,,746,13,2,5G,Mobile
20251107,C1001719,2005,2560,,488,11,2,4G,Mobile
20251108,C1001719,2002,2048,,721,13,4,4G,Mobile
20251109,C1001719,2003,2048,157,544,8,1,5G,Mobile
20251110,C1001719,2001,1536,,1385,11,1,4G,Hotspot
20251111,C1001719,2001,1536,,438,11,3,4G,Mobile
20251112,C1001719,2201,1024,,73,16,2,4G,Mobile
20251113,C1001719,2201,1024,,407,14,0,4G,Mobile
20251114,C1001719,2002,2048,,377,7,4,4G,Mobile
20251115,C1001719,2201,1024,,492,9,1,5G,Mobile
20251116,C1001719,2001,1536,,192,17,1,4G,Mobile
20251117,C1001719,2001,1536,,668,11,1,4G,Mobile
20251118,C1001719,2002,2048,,343,15,2,4G,Mobile
20251119,C1001719,2003,2048,57,,11,1,4G,Mobile
20251120,C1001719,2002,2048,,133,16,1,4G,Hotspot
20251121,C1001719,2002,2048,,777,18,2,5G,Mobile
20251122,C1001719,2001,1536,,315,7,1,4G,Mobile
20251123,C1001719,2201,1024,,63,15,2,4G,Mobile
20251124,C1001719,2001,1536,,641,7,2,4G,Hotspot
20251125,C1001719,2001,1536,,295,11,5,4G,Mobile
20251126,C1001719,2001,1536,,241,16,1,4G,Mobile
20251127,C1001719,2001,1536,,110,12,2,5G,Mobile
20251128,C1001719,2001,1536,,888,7,1,4G,Hotspot
20251129,C1001719,2002,2048,,1218,12,2,4G,Mobile
20251130,C1001719,2001,1536,,101,7,0,4G,Mobile
20251101,C1001720,2001,1536,,736,10,1,4G,Mobile
20251102,C1001720,2001,1536,,39,14,0,4G,Mobile
20251103,C1001720,2001,1536,,525,17,2,5G,Hotspot
20251104,C1001720,2001,1536,,924,5,2,4G,Mobile
20251105,C1001720,2004,1024,226,437,13,0,4G,Mobile
20251106,C1001720,2005,2560,,155,13,1,4G,Mobile
20251107,C1001720,2002,2048,,923,12,2,4G,Mobile
20251108,C1001720,2004,1024,18,616,14,1,4G,Mobile
20251109,C1001720,2002,2048,,726,11,0,4G,Mobile
20251110,C1001720,2002,2048,,720,11,1,4G,Mobile
20251111,C1001720,2004,1024,22,554,19,0,4G,Mobile
20251112,C1001720,2201,1024,,443,6,3,5G,Mobile
20251113,C1001720,2003,2048,275,1226,18,2,4G,Mobile
20251114,C1001720,2003,2048,125,311,11,0,5G,Mobile
20251115,C1001720,2002,2048,,526,14,2,4G,Mobile
20251116,C1001720,2002,2048,,1193,8,6,4G,Mobile
20251117,C1001720,2005,2560,,644,15,2,4G,Hotspot
20251118,C1001720,2005,2560,,1465,26,2,4G,Mobile
20251119,C1001720,2005,2560,,1267,15,0,4G,Mobile
20251120,C1001720,2201,1024,,106,12,1,4G,Mobile
20251121,C1001720,2201,1024,,400,15,3,4G,Mobile
20251122,C1001720,2201,1024,,720,10,3,4G,Mobile
20251123,C1001720,2004,1024,145,283,13,4,4G,Mobile
20251124,C1001720,2002,2048,,1312,14,0,4G,Mobile
20251125,C1001720,2004,1024,426,475,13,0,5G,Mobile
20251126,C1001720,2201,1024,,21,8,0,4G,Mobile
20251127,C1001720,2001,1536,,645,9,0,4G,Mobile
20251128,C1001720,2001,1536,,1097,15,2,4G,Mobile
20251129,C1001720,2003,2048,514,1142,12,3,4G,Mobile
20251130,C1001720,2003,2048,42,794,12,4,4G,Mobile
20251101,C1001721,2002,2048,,1676,11,0,4G,Mobile
20251102,C1001721,2002,2048,,771,10,1,4G,Mobile
20251103,C1001721,2002,2048,,1204,11,1,5G,Hotspot
20251104,C1001721,2004,1024,125,832,11,0,5G,Mobile
20251105,C1001721,2005,2560,,618,8,0,5G,Mobile
20251106,C1001721,2001,1536,,484,8,2,4G,Hotspot
20251107,C1001721,2002,2048,,521,10,1,4G,Mobile
20251108,C1001721,2001,1536,,710,16,0,5G,Mobile
20251109,C1001721,2001,1536,,953,16,4,5G,Mobile
20251110,C1001721,2001,1536,,785,18,3,4G,Mobile
20251111,C1001721,2002,2048,,1577,6,2,4G,Hotspot
20251112,C1001721,2005,2560,,1204,17,1,4G,Mobile
20251113,C1001721,2002,2048,,266,10,2,4G,Mobile
20251114,C1001721,2004,1024,317,284,7,1,4G,Mobile
20251115,C1001721,2003,2048,585,24,7,2,4G,Mobile
20251116,C1001721,2002,2048,,235,9,2,4G,Hotspot
20251117,C1001721,2001,1536,,335,11,2,4G,Mobile
20251118,C1001721,2001,1536,,1326,9,1,4G,Mobile
20251119,C1001721,2004,1024,134,225,17,2,4G,Mobile
20251120,C1001721,2002,2048,,376,11,1,4G,Mobile
20251121,C1001721,2004,1024,276,528,14,1,4G,Mobile
20251122,C1001721,2003,2048,583,83,12,0,4G,Mobile
20251123,C1001721,2004,1024,43,429,10,3,4G,Mobile
20251124,C1001721,2004,1024,45,302,15,4,4G,Mobile
20251125,C1001721,2002,2048,,48,18,1,5G,Mobile
20251126,C1001721,2002,2048,,556,9,1,4G,Mobile
20251127,C1001721,2004,1024,79,167,14,1,4G,Mobile
20251128,C1001721,2201,1024,,202,11,2,4G,Mobile
20251129,C1001721,2003,2048,553,639,13,5,4G,Mobile
20251130,C1001721,2201,1024,,166,10,1,4G,Mobile
20251101,C1001722,2101,2048,62,589,15,0,4G,Mobile
20251102,C1001722,2101,2048,91,320,12,1,4G,Mobile
20251103,C1001722,2103,6144,45,4593,11,3,5G,Mobile
20251104,C1001722,2103,6144,93,2144,14,3,4G,Mobile
20251105,C1001722,2101,2048,461,783,13,2,4G,Mobile
20251106,C1001722,2101,2048,126,93,7,3,4G,Hotspot
20251107,C1001722,2102,3413,91,927,17,2,4G,Mobile
20251108,C1001722,2102,3413,293,1386,7,3,4G,Mobile
20251109,C1001722,2101,2048,17,47,7,2,4G,Mobile
20251110,C1001722,2102,3413,27,2367,8,3,4G,Hotspot
20251111,C1001722,2101,2048,523,1273,12,1,4G,Mobile
20251112,C1001722,2101,2048,576,1193,11,4,4G,Mobile
20251113,C1001722,2102,3413,171,1203,10,4,4G,Mobile
20251114,C1001722,2101,2048,29,131,12,1,4G,Mobile
20251115,C1001722,2102,3413,462,475,11,1,5G,Hotspot
20251116,C1001722,2102,3413,147,1233,12,2,4G,Mobile
20251117,C1001722,2102,3413,563,234,9,2,4G,Mobile
20251118,C1001722,2101,2048,14,150,11,2,4G,Mobile
20251119,C1001722,2103,6144,147,2937,6,3,4G,Mobile
20251120,C1001722,2102,3413,66,2371,15,0,4G,Mobile
20251121,C1001722,2103,6144,519,2786,12,1,4G,Mobile
20251122,C1001722,2101,2048,146,269,5,2,4G,Mobile
20251123,C1001722,2101,2048,315,1564,7,1,4G,Mobile
20251124,C1001722,2103,6144,96,2733,11,1,4G,Mobile
20251125,C1001722,2102,3413,332,1401,14,0,4G,Mobile
20251126,C1001722,2101,2048,165,1539,6,0,4G,Mobile
20251127,C1001722,2101,2048,36,137,8,1,4G,Mobile
20251128,C1001722,2101,2048,341,1286,14,1,4G,Mobile
20251129,C1001722,2103,6144,52,2433,18,1,4G,Mobile
20251130,C1001722,2101,2048,33,184,17,1,4G,Mobile
20251101,C1001723,2003,2048,31,977,15,1,4G,Mobile
20251102,C1001723,2001,1536,,715,11,0,5G,Mobile
20251103,C1001723,2004,1024,328,495,15,2,4G,Hotspot
20251104,C1001723,2002,2048,,114,8,2,4G,Mobile
